================================================================================
FOUR LAUNCH QUESTIONS (global CLAUDE.md experiment rules), answered before the
first paid call
================================================================================
1. PURPOSE.  The E1 generation log for the opus arm (claude-opus-5): all 2,000 suite
   items x {M_constrained, M_free} x thinking {disabled, default} x 2 repeats.
   Every E1 exhibit for this arm is computed from this log by offline replay:
   the terminal-state tables, the per-class V1-V6 catch rates under G_FEAS and
   G_CERT, the benign-twin false-block rates, the constraint-tax decomposition
   (invalid JSON / parseable-but-wrong-shape / schema-valid), the certified-gap
   distributions, translation accuracy, verdict-level repeat agreement, and the
   guard-value-against-proposer-strength comparison (C1/C2 evidence) that the
   hosted arms complete by adding the capability axis above the local models.
2. EXPECTED RESULT.  M_constrained parses at or near 100% (provider-side
   enforcement); M_free shows a nonzero malformed or wrong-shape share, and that
   difference is the constraint-tax numerator.  The two repeats agree on most
   items; the disagreement rate is the API-nondeterminism number and is reported
   either way.  A crash, an empty log, or a systematic HTTP error is the only
   failing state, and none of those needs a second paid pass to diagnose.
3. CONTAMINATION.  The raw log is append-only, flushed per row, and keyed by
   (mode, thinking, repeat, item_id): a restart skips completed keys and never
   overwrites, so no earlier result file is read or rewritten.  Rows whose
   outcome is an API error are not counted as complete and are retried on the
   next run; the last row for a key is the one that counts.  A log written by
   another arm or another prompt version is refused.  Wall time here is a
   network measurement, not a compute measurement, and is labelled as such.
   Log: /home/ziheng/PaperL1/results/grid_e1_hosted_opus/proposals_raw.jsonl
4. DATA ACCURACY.  Fatal assertions before the first call: the suite file's
   SHA-256 and the frozen schema's SHA-256 (the gate's own assertions); the
   prompt is the unchanged l1-prompt-1.0.0 build_messages render at top_k 10; for every
   item the (prefix, tail) split concatenates back to that exact render, the
   split prompt's fingerprint equals the unsplit one, and, when the local 14B log
   is present, both equal the local arm's logged prompt_hash.  The word "json" is
   asserted present in the system prompt for the JSON-object arm.
================================================================================
[e1h] suite sha256  0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a OK
[e1h] schema sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321 OK
[e1h] 2000 prompts rendered and split in 2.4s (1713 at the orders boundary, 287 at the instruction)
[e1h] split and fingerprint asserted on every item: prefix+tail is the unchanged render, and the split leaves prompt_fingerprint unchanged
[e1h] 2000 prompt hashes identical to the local 14B log

CALL PLAN  (arm opus, model claude-opus-5, wire anthropic)
  items            : 2000 (suite v0.2, full)
  groups           : 116 (instance x frozen_seed); the first call of each runs alone to warm the cache
  distinct prefixes: 327 per pass (a group can hold several: the items that name no order split later)
  enforcement      : M_constrained = json_schema, M_free = none
  thinking         : disabled -> {"thinking": {"type": "disabled"}}; default -> no field sent
  max_tokens       : 4096 | temperature: never sent (anthropic wire) | seed: none
  workers          : 8 | timeout 240s | max_retries 4
  log              : /home/ziheng/PaperL1/results/grid_e1_hosted_opus/proposals_raw.jsonl

  mode           thinking      repeats    items      calls
  M_constrained  disabled            2     2000       4000
  M_constrained  default             2     2000       4000
  M_free         disabled            2     2000       4000
  M_free         default             2     2000       4000
  TOTAL                                              16000

  already logged   : 10449 rows, 5841 of them API errors
  complete keys    : 4608 | this run would make 11392 calls

PROJECTED COST  (list prices, retrieved 2026-08-11; Anthropic pricing ($5/$25 per M, cache 0.5/6.25))
  token model : 1.92 chars per token and the pilot's output tokens per call, both measured
  pilot source: results/opus5_pilot/anthropic_pilot_summary.json (29 out constrained thinking-disabled; the single default-thinking probe returned 68 output tokens, thinking billed inside them)

  config                       calls  in-uncach cache-read  cache-wr  USD pilot USD 3x out    USD max
  M_constrained/disabled        4000    2421706   10638259   2218474      34.19      39.99     440.89
  M_constrained/default         4000    2421706   10638259   2218474      38.09      51.69     440.89
  M_free/disabled               4000    2421706    5562377   1226356      25.45      31.25     432.15
  M_free/default                4000    2421706    5562377   1226356      29.35      42.95     432.15
  ARM TOTAL                    16000                                     127.10     165.90    1746.10
  output sensitivity: every extra 100 output tokens per call adds USD 40.00 to this arm.
  scenarios: 'pilot' uses the pilot's measured output tokens per call; '3x out' covers
  the longer E1 prompts (the local 14B arm answered this suite with ~50 completion
  tokens per call against 13.5 in the DeepSeek pilot); 'max' is the ceiling, every
  call hitting max_tokens=4096 (a bound, not a forecast).

[e1h] key ANTHROPIC_API_KEY present (never printed).

[e1h] pass 1/6  M_constrained thinking=default r0  (90 groups, 1392 calls)
  group   1/90  c09_storm2_w80_u100_0013.json    n=12  done=12    ok=12    err=0   usd=  0.117 elapsed=15s
  group   2/90  c09_storm2_w80_u100_0013.json    n=3   done=15    ok=15    err=0   usd=  0.150 elapsed=24s
  group   3/90  c09_storm2_w80_u100_0014.json    n=19  done=34    ok=34    err=0   usd=  0.330 elapsed=40s
  group   4/90  c09_storm2_w80_u100_0014.json    n=1   done=35    ok=35    err=0   usd=  0.350 elapsed=44s
  group   5/90  c09_storm2_w80_u100_0015.json    n=54  done=89    ok=89    err=0   usd=  0.752 elapsed=78s
  group   6/90  c09_storm2_w80_u100_0015.json    n=5   done=94    ok=94    err=0   usd=  0.792 elapsed=88s
  group   7/90  c09_storm2_w80_u100_0016.json    n=46  done=140   ok=140   err=0   usd=  1.134 elapsed=119s
  group   8/90  c09_storm2_w80_u100_0016.json    n=5   done=145   ok=145   err=0   usd=  1.180 elapsed=129s
  group   9/90  c09_storm2_w80_u100_0017.json    n=38  done=183   ok=183   err=0   usd=  1.489 elapsed=161s
  group  10/90  c09_storm2_w80_u100_0017.json    n=5   done=188   ok=188   err=0   usd=  1.536 elapsed=173s
  group  11/90  c09_storm2_w80_u100_0018.json    n=26  done=214   ok=214   err=0   usd=  1.732 elapsed=191s
  group  12/90  c09_storm2_w80_u100_0018.json    n=3   done=217   ok=217   err=0   usd=  1.763 elapsed=201s
  group  13/90  c09_storm2_w80_u100_0019.json    n=19  done=236   ok=236   err=0   usd=  1.905 elapsed=217s
  group  14/90  c09_storm2_w80_u100_0019.json    n=1   done=237   ok=237   err=0   usd=  1.928 elapsed=222s
  group  15/90  c09_storm2_w80_u100_0020.json    n=49  done=286   ok=286   err=0   usd=  2.304 elapsed=253s
  group  16/90  c09_storm2_w80_u100_0020.json    n=5   done=291   ok=291   err=0   usd=  2.349 elapsed=261s
  group  17/90  c09_storm2_w80_u100_0021.json    n=29  done=320   ok=320   err=0   usd=  2.608 elapsed=283s
  group  18/90  c09_storm2_w80_u100_0021.json    n=5   done=325   ok=325   err=0   usd=  2.652 elapsed=292s
  group  19/90  c09_storm2_w80_u100_0022.json    n=43  done=368   ok=368   err=0   usd=  2.940 elapsed=322s
  group  20/90  c09_storm2_w80_u100_0022.json    n=3   done=371   ok=371   err=0   usd=  2.973 elapsed=331s
  group  21/90  c09_storm2_w80_u100_0023.json    n=27  done=398   ok=398   err=0   usd=  3.192 elapsed=351s
  group  22/90  c09_storm2_w80_u100_0023.json    n=3   done=401   ok=401   err=0   usd=  3.226 elapsed=360s
  group  23/90  c10_replay_400_0000.json         n=19  done=420   ok=420   err=0   usd=  3.407 elapsed=376s
  group  24/90  c10_replay_400_0000.json         n=2   done=422   ok=422   err=0   usd=  3.437 elapsed=385s
  group  25/90  c10_replay_400_0001.json         n=31  done=453   ok=453   err=0   usd=  3.747 elapsed=412s
  group  26/90  c10_replay_400_0001.json         n=3   done=456   ok=456   err=0   usd=  3.784 elapsed=423s
  group  27/90  c10_replay_400_0002.json         n=21  done=477   ok=477   err=0   usd=  4.075 elapsed=443s
  group  28/90  c10_replay_400_0002.json         n=1   done=478   ok=478   err=0   usd=  4.098 elapsed=448s
  group  29/90  c10_replay_400_0003.json         n=31  done=509   ok=509   err=0   usd=  4.388 elapsed=472s
  group  30/90  c10_replay_400_0003.json         n=2   done=511   ok=511   err=0   usd=  4.417 elapsed=482s
  group  31/90  c10_replay_400_0004.json         n=13  done=524   ok=524   err=0   usd=  4.553 elapsed=497s
  group  32/90  c10_replay_400_0005.json         n=23  done=547   ok=547   err=0   usd=  4.759 elapsed=515s
  group  33/90  c10_replay_400_0005.json         n=3   done=550   ok=550   err=0   usd=  4.790 elapsed=525s
  group  34/90  c10_replay_400_0006.json         n=34  done=584   ok=584   err=0   usd=  5.055 elapsed=553s
  group  35/90  c10_replay_400_0006.json         n=3   done=587   ok=587   err=0   usd=  5.090 elapsed=564s
  group  36/90  c10_replay_400_0007.json         n=28  done=615   ok=615   err=0   usd=  5.338 elapsed=589s
  group  37/90  c10_replay_400_0007.json         n=1   done=616   ok=616   err=0   usd=  5.359 elapsed=593s
  group  38/90  c10_replay_400_0008.json         n=19  done=635   ok=635   err=0   usd=  5.539 elapsed=609s
  group  39/90  c10_replay_400_0008.json         n=2   done=637   ok=637   err=0   usd=  5.572 elapsed=621s
  group  40/90  c10_replay_400_0009.json         n=13  done=650   ok=650   err=0   usd=  5.705 elapsed=639s
  group  41/90  c10_replay_400_0010.json         n=17  done=667   ok=667   err=0   usd=  5.897 elapsed=656s
